TraceNumber,DateTime,ClassName,FunctionName,Parameters,Line,StackDepth,AlwaysUsed
3843,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getFixedAutoRange,(),1160 ,8,true
3844,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getAutoRangeMinimumSize,(),1015 ,8,true
3845,2017-11-18T17:25:11.485,org.jfree.chart.axis.NumberAxis,getAutoRangeStickyZero,(),278 ,8,true
3846,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getUpperMargin,(),1130 ,8,true
3847,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getLowerMargin,(),1097 ,8,true
3848,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,setRange,(org.jfree.data.Range  boolean  boolean),1276 ,8,true
3849,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
3850,2017-11-18T17:25:11.485,org.jfree.data.Range,getLength,(),123 ,9,true
3851,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,configureRangeAxes,(),1255 ,5,true
3852,2017-11-18T17:25:11.485,org.jfree.chart.axis.NumberAxis,configure,(),415 ,6,true
3853,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,isAutoRange,(),971 ,7,true
3854,2017-11-18T17:25:11.485,org.jfree.chart.axis.NumberAxis,autoAdjustRange,(),426 ,7,true
3855,2017-11-18T17:25:11.485,org.jfree.chart.axis.Axis,getPlot,(),1029 ,8,true
3856,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,getDataRange,(org.jfree.chart.axis.ValueAxis),4411 ,8,true
3857,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,getDomainAxisIndex,(org.jfree.chart.axis.ValueAxis),4349 ,9,true
3858,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,findDomainAxisIndex,(org.jfree.chart.axis.ValueAxis),4362 ,10,true
3859,2017-11-18T17:25:11.485,org.jfree.chart.plot.Plot,getParent,(),506 ,10,true
3860,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,getRangeAxisIndex,(org.jfree.chart.axis.ValueAxis),4380 ,9,true
3861,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,findRangeAxisIndex,(org.jfree.chart.axis.ValueAxis),4393 ,10,true
3862,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,getDatasetsMappedToRangeAxis,(java.lang.Integer),4321 ,9,true
3863,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,10,true
3864,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,getRendererForDataset,(org.jfree.data.xy.XYDataset),1709 ,9,true
3865,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,indexOf,(org.jfree.data.xy.XYDataset),1417 ,10,true
3866,2017-11-18T17:25:11.485,org.jfree.chart.renderer.xy.XYBarRenderer,findRangeBounds,(org.jfree.data.xy.XYDataset),1190 ,9,false
3867,2017-11-18T17:25:11.485,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,findRangeBounds,(org.jfree.data.xy.XYDataset  boolean),766 ,10,true
3868,2017-11-18T17:25:11.485,org.jfree.chart.renderer.AbstractRenderer,getDataBoundsIncludesVisibleSeriesOnly,(),2660 ,11,true
3869,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getSeriesCount,(),126 ,11,false
3870,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeriesCount,(),224 ,12,true
3871,2017-11-18T17:25:11.485,org.jfree.chart.renderer.AbstractRenderer,isSeriesVisible,(int),530 ,11,true
3872,2017-11-18T17:25:11.485,org.jfree.chart.util.BooleanList,getBoolean,(int),53 ,12,true
3873,2017-11-18T17:25:11.485,org.jfree.chart.util.AbstractObjectList,get,(int),93 ,13,true
3874,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getSeriesKey,(int),139 ,11,false
3875,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeriesKey,(int),306 ,12,true
3876,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeries,(int),262 ,13,true
3877,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeriesCount,(),224 ,14,true
3878,2017-11-18T17:25:11.485,org.jfree.data.general.Series,getKey,(),137 ,13,true
3879,2017-11-18T17:25:11.485,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,getPlot,(),280 ,11,true
3880,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,getIndexOf,(org.jfree.chart.renderer.xy.XYItemRenderer),1690 ,11,true
3881,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,getDomainAxisForDataset,(int),3786 ,11,true
3882,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,requireNonNegative,(int  java.lang.String),67 ,12,true
3883,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,getDomainAxis,(int),808 ,12,true
3884,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getRange,(),1242 ,11,true
3885,2017-11-18T17:25:11.485,org.jfree.data.general.DatasetUtils,findRangeBounds,(org.jfree.data.xy.XYDataset  java.util.List  org.jfree.data.Range  boolean),895 ,11,true
3886,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,12,true
3887,2017-11-18T17:25:11.485,org.jfree.data.general.DatasetUtils,iterateToFindRangeBounds,(org.jfree.data.xy.XYDataset  java.util.List  org.jfree.data.Range  boolean),1435 ,12,true
3888,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,13,true
3889,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,13,true
3890,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,13,true
3891,2017-11-18T17:25:11.485,org.jfree.data.general.AbstractSeriesDataset,indexOf,(java.lang.Comparable),98 ,13,true
3892,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getSeriesCount,(),126 ,14,false
3893,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeriesCount,(),224 ,15,true
3894,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getSeriesKey,(int),139 ,14,false
3895,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeriesKey,(int),306 ,15,true
3896,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeries,(int),262 ,16,true
3897,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeriesCount,(),224 ,17,true
3898,2017-11-18T17:25:11.485,org.jfree.data.general.Series,getKey,(),137 ,16,true
3899,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getItemCount,(int),151 ,13,false
3900,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getItemCount,(int),344 ,14,true
3901,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeries,(int),262 ,15,true
3902,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getSeriesCount,(),224 ,16,true
3903,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getItemCount,(),347 ,15,true
3904,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getXValue,(int  int),181 ,13,false
3905,2017-11-18T17:25:11.485,org.jfree.data.xy.AbstractXYDataset,getXValue,(int  int),76 ,14,true
3906,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getX,(int  int),357 ,15,true
3907,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getX,(int),645 ,16,true
3908,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getRawDataItem,(int),634 ,17,true
3909,2017-11-18T17:25:11.485,org.jfree.data.xy.XYDataItem,getX,(),97 ,17,true
3910,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getYValue,(int  int),211 ,13,false
3911,2017-11-18T17:25:11.485,org.jfree.data.xy.AbstractXYDataset,getYValue,(int  int),94 ,14,true
3912,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getY,(int  int),397 ,15,true
3913,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getY,(int),656 ,16,true
3914,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getRawDataItem,(int),634 ,17,true
3915,2017-11-18T17:25:11.485,org.jfree.data.xy.XYDataItem,getY,(),121 ,17,true
3916,2017-11-18T17:25:11.485,org.jfree.data.Range,contains,(double),144 ,13,true
3917,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getXValue,(int  int),181 ,13,false
3918,2017-11-18T17:25:11.485,org.jfree.data.xy.AbstractXYDataset,getXValue,(int  int),76 ,14,true
3919,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getX,(int  int),357 ,15,true
3920,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getX,(int),645 ,16,true
3921,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getRawDataItem,(int),634 ,17,true
3922,2017-11-18T17:25:11.485,org.jfree.data.xy.XYDataItem,getX,(),97 ,17,true
3923,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getYValue,(int  int),211 ,13,false
3924,2017-11-18T17:25:11.485,org.jfree.data.xy.AbstractXYDataset,getYValue,(int  int),94 ,14,true
3925,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getY,(int  int),397 ,15,true
3926,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getY,(int),656 ,16,true
3927,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getRawDataItem,(int),634 ,17,true
3928,2017-11-18T17:25:11.485,org.jfree.data.xy.XYDataItem,getY,(),121 ,17,true
3929,2017-11-18T17:25:11.485,org.jfree.data.Range,contains,(double),144 ,13,true
3930,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getXValue,(int  int),181 ,13,false
3931,2017-11-18T17:25:11.485,org.jfree.data.xy.AbstractXYDataset,getXValue,(int  int),76 ,14,true
3932,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getX,(int  int),357 ,15,true
3933,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getX,(int),645 ,16,true
3934,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getRawDataItem,(int),634 ,17,true
3935,2017-11-18T17:25:11.485,org.jfree.data.xy.XYDataItem,getX,(),97 ,17,true
3936,2017-11-18T17:25:11.485,org.jfree.data.xy.XYBarDataset,getYValue,(int  int),211 ,13,false
3937,2017-11-18T17:25:11.485,org.jfree.data.xy.AbstractXYDataset,getYValue,(int  int),94 ,14,true
3938,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeriesCollection,getY,(int  int),397 ,15,true
3939,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getY,(int),656 ,16,true
3940,2017-11-18T17:25:11.485,org.jfree.data.xy.XYSeries,getRawDataItem,(int),634 ,17,true
3941,2017-11-18T17:25:11.485,org.jfree.data.xy.XYDataItem,getY,(),121 ,17,true
3942,2017-11-18T17:25:11.485,org.jfree.data.Range,contains,(double),144 ,13,true
3943,2017-11-18T17:25:11.485,org.jfree.data.Range,combine,(org.jfree.data.Range  org.jfree.data.Range),217 ,9,true
3944,2017-11-18T17:25:11.485,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,getAnnotations,(),608 ,9,true
3945,2017-11-18T17:25:11.485,org.jfree.data.Range,getUpperBound,(),114 ,8,true
3946,2017-11-18T17:25:11.485,org.jfree.data.Range,getLowerBound,(),105 ,8,true
3947,2017-11-18T17:25:11.485,org.jfree.chart.axis.NumberAxis,getAutoRangeIncludesZero,(),243 ,8,true
3948,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getFixedAutoRange,(),1160 ,8,true
3949,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getAutoRangeMinimumSize,(),1015 ,8,true
3950,2017-11-18T17:25:11.485,org.jfree.chart.axis.NumberAxis,getAutoRangeStickyZero,(),278 ,8,true
3951,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getUpperMargin,(),1130 ,8,true
3952,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,getLowerMargin,(),1097 ,8,true
3953,2017-11-18T17:25:11.485,org.jfree.chart.axis.ValueAxis,setRange,(org.jfree.data.Range  boolean  boolean),1276 ,8,true
3954,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
3955,2017-11-18T17:25:11.485,org.jfree.data.Range,getLength,(),123 ,9,true
3956,2017-11-18T17:25:11.485,org.jfree.chart.plot.XYPlot,setOrientation,(org.jfree.chart.plot.PlotOrientation),751 ,5,true
3957,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
3958,2017-11-18T17:25:11.485,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3959,2017-11-18T17:25:11.485,org.jfree.chart.plot.Plot,setChart,(org.jfree.chart.JFreeChart),361 ,5,true
3960,2017-11-18T17:25:11.485,org.jfree.chart.plot.Plot,addChangeListener,(org.jfree.chart.event.PlotChangeListener),995 ,5,true
3961,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3962,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3963,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3964,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3965,2017-11-18T17:25:11.501,org.jfree.chart.block.AbstractBlock,setPadding,(org.jfree.chart.ui.RectangleInsets),286 ,5,true
3966,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
3967,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3968,2017-11-18T17:25:11.501,org.jfree.chart.block.AbstractBlock,setMargin,(org.jfree.chart.ui.RectangleInsets),209 ,5,true
3969,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
3970,2017-11-18T17:25:11.501,org.jfree.chart.title.LegendTitle,setBackgroundPaint,(java.awt.Paint),253 ,5,true
3971,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,notifyListeners,(org.jfree.chart.event.TitleChangeEvent),377 ,6,true
3972,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,setPosition,(org.jfree.chart.ui.RectangleEdge),241 ,5,true
3973,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
3974,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,notifyListeners,(org.jfree.chart.event.TitleChangeEvent),377 ,6,true
3975,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,addChangeListener,(org.jfree.chart.event.TitleChangeListener),357 ,5,true
3976,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3977,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3978,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3979,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,5,true
3980,2017-11-18T17:25:11.501,org.jfree.chart.block.AbstractBlock,setPadding,(org.jfree.chart.ui.RectangleInsets),286 ,5,true
3981,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
3982,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,addChangeListener,(org.jfree.chart.event.TitleChangeListener),357 ,5,true
3983,2017-11-18T17:25:11.501,org.jfree.chart.StandardChartTheme,apply,(org.jfree.chart.JFreeChart),1070 ,5,true
3984,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,6,true
3985,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,getTitle,(),635 ,6,true
3986,2017-11-18T17:25:11.501,org.jfree.chart.title.TextTitle,setFont,(java.awt.Font),320 ,6,true
3987,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,7,true
3988,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,notifyListeners,(org.jfree.chart.event.TitleChangeEvent),377 ,7,true
3989,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,titleChanged,(org.jfree.chart.event.TitleChangeEvent),1607 ,8,true
3990,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,9,true
3991,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,9,true
3992,2017-11-18T17:25:11.501,org.jfree.chart.title.TextTitle,setPaint,(java.awt.Paint),347 ,6,true
3993,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,7,true
3994,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,getSubtitleCount,(),789 ,6,true
3995,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,getSubtitle,(int),802 ,6,true
3996,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,getSubtitleCount,(),789 ,7,true
3997,2017-11-18T17:25:11.501,org.jfree.chart.StandardChartTheme,applyToTitle,(org.jfree.chart.title.Title),1097 ,6,true
3998,2017-11-18T17:25:11.501,org.jfree.chart.title.LegendTitle,getBackgroundPaint,(),243 ,7,true
3999,2017-11-18T17:25:11.501,org.jfree.chart.title.LegendTitle,setBackgroundPaint,(java.awt.Paint),253 ,7,true
4000,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,notifyListeners,(org.jfree.chart.event.TitleChangeEvent),377 ,8,true
4001,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,titleChanged,(org.jfree.chart.event.TitleChangeEvent),1607 ,9,true
4002,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,10,true
4003,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,10,true
4004,2017-11-18T17:25:11.501,org.jfree.chart.title.LegendTitle,setItemFont,(java.awt.Font),351 ,7,true
4005,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,8,true
4006,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,notifyListeners,(org.jfree.chart.event.TitleChangeEvent),377 ,8,true
4007,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,titleChanged,(org.jfree.chart.event.TitleChangeEvent),1607 ,9,true
4008,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,10,true
4009,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,10,true
4010,2017-11-18T17:25:11.501,org.jfree.chart.title.LegendTitle,setItemPaint,(java.awt.Paint),371 ,7,true
4011,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,8,true
4012,2017-11-18T17:25:11.501,org.jfree.chart.title.Title,notifyListeners,(org.jfree.chart.event.TitleChangeEvent),377 ,8,true
4013,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,titleChanged,(org.jfree.chart.event.TitleChangeEvent),1607 ,9,true
4014,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,10,true
4015,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,10,true
4016,2017-11-18T17:25:11.501,org.jfree.chart.title.LegendTitle,getWrapper,(),611 ,7,true
4017,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,setBackgroundPaint,(java.awt.Paint),1016 ,6,true
4018,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,fireChartChanged,(),1539 ,7,true
4019,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,8,true
4020,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,getPlot,(),880 ,6,true
4021,2017-11-18T17:25:11.501,org.jfree.chart.StandardChartTheme,applyToPlot,(org.jfree.chart.plot.Plot),1170 ,6,true
4022,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,7,true
4023,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,getDrawingSupplier,(),672 ,7,true
4024,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,getParent,(),506 ,8,true
4025,2017-11-18T17:25:11.501,org.jfree.chart.StandardChartTheme,getDrawingSupplier,(),1038 ,7,true
4026,2017-11-18T17:25:11.501,org.jfree.chart.plot.DefaultDrawingSupplier,clone,(),546 ,8,true
4027,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,setDrawingSupplier,(org.jfree.chart.plot.DrawingSupplier),695 ,7,true
4028,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,fireChangeEvent,(),1034 ,8,true
4029,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,notifyListeners,(org.jfree.chart.event.PlotChangeEvent),1017 ,9,true
4030,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,plotChanged,(org.jfree.chart.event.PlotChangeEvent),1619 ,10,true
4031,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,11,true
4032,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,11,true
4033,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,getBackgroundPaint,(),606 ,7,true
4034,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,setBackgroundPaint,(java.awt.Paint),619 ,7,true
4035,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,fireChangeEvent,(),1034 ,8,true
4036,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,notifyListeners,(org.jfree.chart.event.PlotChangeEvent),1017 ,9,true
4037,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,plotChanged,(org.jfree.chart.event.PlotChangeEvent),1619 ,10,true
4038,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,11,true
4039,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,11,true
4040,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,setOutlinePaint,(java.awt.Paint),900 ,7,true
4041,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,fireChangeEvent,(),1034 ,8,true
4042,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,notifyListeners,(org.jfree.chart.event.PlotChangeEvent),1017 ,9,true
4043,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,plotChanged,(org.jfree.chart.event.PlotChangeEvent),1619 ,10,true
4044,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,11,true
4045,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,11,true
4046,2017-11-18T17:25:11.501,org.jfree.chart.StandardChartTheme,applyToXYPlot,(org.jfree.chart.plot.XYPlot),1314 ,7,true
4047,2017-11-18T17:25:11.501,org.jfree.chart.plot.XYPlot,setAxisOffset,(org.jfree.chart.ui.RectangleInsets),778 ,8,true
4048,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
4049,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,fireChangeEvent,(),1034 ,9,true
4050,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,notifyListeners,(org.jfree.chart.event.PlotChangeEvent),1017 ,10,true
4051,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,plotChanged,(org.jfree.chart.event.PlotChangeEvent),1619 ,11,true
4052,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,12,true
4053,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,12,true
4054,2017-11-18T17:25:11.501,org.jfree.chart.plot.XYPlot,setDomainZeroBaselinePaint,(java.awt.Paint),2194 ,8,true
4055,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
4056,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,fireChangeEvent,(),1034 ,9,true
4057,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,notifyListeners,(org.jfree.chart.event.PlotChangeEvent),1017 ,10,true
4058,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,plotChanged,(org.jfree.chart.event.PlotChangeEvent),1619 ,11,true
4059,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,12,true
4060,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,12,true
4061,2017-11-18T17:25:11.501,org.jfree.chart.plot.XYPlot,setRangeZeroBaselinePaint,(java.awt.Paint),2271 ,8,true
4062,2017-11-18T17:25:11.501,org.jfree.chart.util.Args,nullNotPermitted,(java.lang.Object  java.lang.String),55 ,9,true
4063,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,fireChangeEvent,(),1034 ,9,true
4064,2017-11-18T17:25:11.501,org.jfree.chart.plot.Plot,notifyListeners,(org.jfree.chart.event.PlotChangeEvent),1017 ,10,true
4065,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,plotChanged,(org.jfree.chart.event.PlotChangeEvent),1619 ,11,true
4066,2017-11-18T17:25:11.501,org.jfree.chart.event.ChartChangeEvent,setChart,(org.jfree.chart.JFreeChart),113 ,12,true
4067,2017-11-18T17:25:11.501,org.jfree.chart.JFreeChart,notifyListeners,(org.jfree.chart.event.ChartChangeEvent),1550 ,12,true
4068,2017-11-18T17:25:11.501,org.jfree.chart.plot.XYPlot,setDomainGridlinePaint,(java.awt.Paint),1896 ,8,true
